HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.annotatedResult.boundingBoxes,Answer.annotatedResult.inputImageProperties.height,Answer.annotatedResult.inputImageProperties.width,Approve,Reject
3NKW03WTLMM4RAQTLDXCF078BU3QWW,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:09 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:09 PDT 2021,,,3LWJHTCVCD24382SLQSD0WHVQ74QFB,ANURLPQ0CHHGU,Approved,Sat Apr 24 18:16:08 PDT 2021,Sat Apr 24 18:17:19 PDT 2021,Tue Apr 27 18:17:19 PDT 2021,Sat Apr 24 19:49:00 PDT 2021,,,71,100% (24/24),100% (24/24),100% (24/24),https://wym-mask-images.s3.amazonaws.com/maksssksksss535.png,"[{""height"":17,""label"":""Face"",""left"":43,""top"":38,""width"":16},{""height"":31,""label"":""Face"",""left"":93,""top"":32,""width"":25},{""height"":8,""label"":""Face"",""left"":233,""top"":48,""width"":9},{""height"":10,""label"":""Face"",""left"":273,""top"":51,""width"":10},{""height"":16,""label"":""Face"",""left"":318,""top"":35,""width"":12},{""height"":18,""label"":""Face"",""left"":353,""top"":40,""width"":15}]",261,400,,
3NKW03WTLMM4RAQTLDXCF078BU3WQ2,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:12 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:12 PDT 2021,,,352YTHGROWTHSZ60IJ900ES3AUY4H4,AQQLPMNOK4BU8,Approved,Sat Apr 24 18:00:51 PDT 2021,Sat Apr 24 18:01:14 PDT 2021,Tue Apr 27 18:01:14 PDT 2021,Sat Apr 24 19:48:19 PDT 2021,,,23,100% (48/48),100% (48/48),100% (48/48),https://wym-mask-images.s3.amazonaws.com/maksssksksss315.png,"[{""height"":63,""label"":""Face"",""left"":124,""top"":110,""width"":60},{""height"":46,""label"":""Face"",""left"":272,""top"":117,""width"":48}]",267,400,,
3NQUW096N6NIOHX80XFOKU033NVL9C,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:08 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:08 PDT 2021,,,3KAKFY4PGVIW6YYGONM2QL1CW7II3R,A32BUVD6WINH9U,Approved,Sat Apr 24 18:14:37 PDT 2021,Sat Apr 24 18:14:55 PDT 2021,Tue Apr 27 18:14:55 PDT 2021,Sat Apr 24 19:48:57 PDT 2021,,,18,100% (80/80),100% (80/80),100% (80/80),https://wym-mask-images.s3.amazonaws.com/maksssksksss516.png,"[{""height"":30,""label"":""Face"",""left"":89,""top"":81,""width"":22},{""height"":30,""label"":""Face"",""left"":128,""top"":62,""width"":30},{""height"":24,""label"":""Face"",""left"":158,""top"":58,""width"":20},{""height"":33,""label"":""Face"",""left"":192,""top"":50,""width"":29},{""height"":30,""label"":""Face"",""left"":254,""top"":78,""width"":30},{""height"":20,""label"":""Face"",""left"":327,""top"":61,""width"":19},{""height"":16,""label"":""Face"",""left"":35,""top"":64,""width"":16}]",225,400,,
3NSCTNUR2Z2IRB4S0GDHZ0FQNFE5AO,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:04 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:04 PDT 2021,,,3X4JMASXCNPQ2YLDZQC220ZSY5FB0H,ANURLPQ0CHHGU,Approved,Sat Apr 24 18:18:42 PDT 2021,Sat Apr 24 18:20:03 PDT 2021,Tue Apr 27 18:20:03 PDT 2021,Sat Apr 24 19:48:47 PDT 2021,,,81,100% (24/24),100% (24/24),100% (24/24),https://wym-mask-images.s3.amazonaws.com/maksssksksss461.png,"[{""height"":44,""label"":""Face"",""left"":218,""top"":185,""width"":45},{""height"":52,""label"":""Face"",""left"":300,""top"":124,""width"":47},{""height"":61,""label"":""Face"",""left"":368,""top"":135,""width"":27},{""height"":34,""label"":""Face"",""left"":369,""top"":47,""width"":26},{""height"":42,""label"":""Face"",""left"":244,""top"":117,""width"":37},{""height"":48,""label"":""Face"",""left"":141,""top"":80,""width"":45},{""height"":37,""label"":""Face"",""left"":92,""top"":72,""width"":33},{""height"":34,""label"":""Face"",""left"":57,""top"":106,""width"":34},{""height"":26,""label"":""Face"",""left"":21,""top"":95,""width"":24}]",268,400,,
3NZ1E5QA6ZGNAL9K6UDDUBZW5XZ5BJ,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:05 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:05 PDT 2021,,,3TVSS0C0E2GJ6AGFSJW89PEI5HWTWT,A190KIHDJ9JBS8,Approved,Sat Apr 24 19:23:12 PDT 2021,Sat Apr 24 19:23:28 PDT 2021,Tue Apr 27 19:23:28 PDT 2021,Sat Apr 24 19:48:49 PDT 2021,,,16,100% (13/13),100% (13/13),100% (13/13),https://wym-mask-images.s3.amazonaws.com/maksssksksss473.png,"[{""height"":44,""label"":""Face"",""left"":53,""top"":79,""width"":38},{""height"":34,""label"":""Face"",""left"":110,""top"":49,""width"":34},{""height"":39,""label"":""Face"",""left"":244,""top"":28,""width"":32},{""height"":37,""label"":""Face"",""left"":300,""top"":75,""width"":32}]",203,400,,
3NZ1E5QA6ZGNAL9K6UDDUBZW5XZB5P,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:19 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:19 PDT 2021,,,3QIYRE09Y4XSAWVSYZLB70IWKMW1NW,A3E3R2Y577HGEN,Approved,Sat Apr 24 17:53:01 PDT 2021,Sat Apr 24 17:57:59 PDT 2021,Tue Apr 27 17:57:59 PDT 2021,Sat Apr 24 19:48:30 PDT 2021,,,298,100% (80/80),100% (80/80),100% (80/80),https://wym-mask-images.s3.amazonaws.com/maksssksksss376.png,"[{""height"":40,""label"":""Face"",""left"":58,""top"":48,""width"":36},{""height"":16,""label"":""Face"",""left"":144,""top"":17,""width"":10},{""height"":22,""label"":""Face"",""left"":191,""top"":29,""width"":19},{""height"":16,""label"":""Face"",""left"":229,""top"":15,""width"":13},{""height"":17,""label"":""Face"",""left"":318,""top"":77,""width"":12},{""height"":12,""label"":""Face"",""left"":338,""top"":72,""width"":11},{""height"":23,""label"":""Face"",""left"":350,""top"":79,""width"":27}]",221,400,,
3O0M2G5VC6HMQ9QNU5G7YDYSH11493,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:21 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:21 PDT 2021,,,3FFJ6VRIL240P6ZJ504JON35TVY0IE,A2G8OW2VLV1R2D,Approved,Sat Apr 24 18:06:17 PDT 2021,Sat Apr 24 18:06:25 PDT 2021,Tue Apr 27 18:06:25 PDT 2021,Sat Apr 24 19:48:40 PDT 2021,,,8,100% (23/23),100% (23/23),100% (23/23),https://wym-mask-images.s3.amazonaws.com/maksssksksss246.png,"[{""height"":32,""label"":""Face"",""left"":238,""top"":106,""width"":28},{""height"":20,""label"":""Face"",""left"":192,""top"":130,""width"":20},{""height"":53,""label"":""Face"",""left"":21,""top"":25,""width"":48},{""height"":9,""label"":""Face"",""left"":336,""top"":151,""width"":8}]",320,400,,
3O0M2G5VC6HMQ9QNU5G7YDYSH11948,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:22 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:22 PDT 2021,,,3KAKFY4PGVIW6YYGONM2QL1CW7HI3Q,A2NSRHX8GMEMV0,Approved,Sat Apr 24 18:04:31 PDT 2021,Sat Apr 24 18:04:41 PDT 2021,Tue Apr 27 18:04:41 PDT 2021,Sat Apr 24 19:48:37 PDT 2021,,,10,100% (145/145),100% (145/145),100% (145/145),https://wym-mask-images.s3.amazonaws.com/maksssksksss414.png,"[{""height"":36,""label"":""Face"",""left"":119,""top"":81,""width"":28},{""height"":18,""label"":""Face"",""left"":103,""top"":42,""width"":20},{""height"":25,""label"":""Face"",""left"":203,""top"":23,""width"":23},{""height"":31,""label"":""Face"",""left"":314,""top"":15,""width"":28}]",225,400,,
3O4VWC1GEWLQEPKSG321D2KPZ6H3JC,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:11 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:11 PDT 2021,,,3UOUJI6MTEUDVN0U2TI4G4ERXX4XUC,A3E3R2Y577HGEN,Approved,Sat Apr 24 17:58:53 PDT 2021,Sat Apr 24 18:03:25 PDT 2021,Tue Apr 27 18:03:25 PDT 2021,Sat Apr 24 19:48:19 PDT 2021,,,272,100% (80/80),100% (80/80),100% (80/80),https://wym-mask-images.s3.amazonaws.com/maksssksksss136.png,"[{""height"":53,""label"":""Face"",""left"":100,""top"":105,""width"":52}]",400,267,,
3OCZWXS7ZOMZNUVWX7278EV1HRD5L6,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:08 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:08 PDT 2021,,,3NQL1CS15SO287F4CFEBV4NJDA8VY6,A28QUR0QYD2WI7,Approved,Sat Apr 24 18:09:37 PDT 2021,Sat Apr 24 18:10:28 PDT 2021,Tue Apr 27 18:10:28 PDT 2021,Sat Apr 24 19:48:12 PDT 2021,,,51,100% (7/7),100% (7/7),100% (7/7),https://wym-mask-images.s3.amazonaws.com/maksssksksss0.png,"[{""height"":37,""label"":""Face"",""left"":79,""top"":105,""width"":30},{""height"":44,""label"":""Face"",""left"":185,""top"":100,""width"":41},{""height"":51,""label"":""Face"",""left"":325,""top"":90,""width"":35}]",366,512,,
3ODOP6T3ASZBQP5O9W1SOQQEBVR42B,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:17 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:17 PDT 2021,,,3ZWFC4W1UVN4F9HSY5HD5MR0MT6FR1,A2NSRHX8GMEMV0,Approved,Sat Apr 24 18:15:09 PDT 2021,Sat Apr 24 18:15:20 PDT 2021,Tue Apr 27 18:15:20 PDT 2021,Sat Apr 24 19:48:33 PDT 2021,,,11,100% (145/145),100% (145/145),100% (145/145),https://wym-mask-images.s3.amazonaws.com/maksssksksss21.png,"[{""height"":81,""label"":""Face"",""left"":40,""top"":137,""width"":69},{""height"":55,""label"":""Face"",""left"":54,""top"":57,""width"":57},{""height"":62,""label"":""Face"",""left"":189,""top"":78,""width"":57},{""height"":50,""label"":""Face"",""left"":311,""top"":48,""width"":47},{""height"":28,""label"":""Face"",""left"":182,""top"":32,""width"":39}]",227,400,,
3OEWW2KGQJQ2XSDMP50IY7NNPDFODD,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:06 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:06 PDT 2021,,,3OS4RQUCRAVHZ20328VN57MW471FBM,A2FWRZLIE1I60V,Approved,Sat Apr 24 17:56:45 PDT 2021,Sat Apr 24 17:57:13 PDT 2021,Tue Apr 27 17:57:13 PDT 2021,Sat Apr 24 19:48:51 PDT 2021,,,28,100% (38/38),100% (38/38),100% (38/38),https://wym-mask-images.s3.amazonaws.com/maksssksksss487.png,"[{""height"":52,""label"":""Face"",""left"":2,""top"":104,""width"":45},{""height"":72,""label"":""Face"",""left"":51,""top"":61,""width"":70},{""height"":61,""label"":""Face"",""left"":159,""top"":79,""width"":59},{""height"":58,""label"":""Face"",""left"":215,""top"":81,""width"":55},{""height"":61,""label"":""Face"",""left"":288,""top"":58,""width"":61}]",267,400,,
3OEWW2KGQJQ2XSDMP50IY7NNPDGDO3,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:15 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:15 PDT 2021,,,3R6P78PK7LRN9OQFDESQNMSUBT1TGP,AQQLPMNOK4BU8,Approved,Sat Apr 24 17:59:32 PDT 2021,Sat Apr 24 18:00:22 PDT 2021,Tue Apr 27 18:00:22 PDT 2021,Sat Apr 24 19:48:24 PDT 2021,,,50,100% (48/48),100% (48/48),100% (48/48),https://wym-mask-images.s3.amazonaws.com/maksssksksss342.png,"[{""height"":28,""label"":""Face"",""left"":28,""top"":53,""width"":26},{""height"":18,""label"":""Face"",""left"":86,""top"":46,""width"":17},{""height"":13,""label"":""Face"",""left"":103,""top"":49,""width"":13},{""height"":16,""label"":""Face"",""left"":130,""top"":42,""width"":14},{""height"":27,""label"":""Face"",""left"":72,""top"":93,""width"":27},{""height"":42,""label"":""Face"",""left"":106,""top"":116,""width"":39},{""height"":12,""label"":""Face"",""left"":152,""top"":48,""width"":10},{""height"":14,""label"":""Face"",""left"":160,""top"":56,""width"":13},{""height"":27,""label"":""Face"",""left"":184,""top"":64,""width"":19},{""height"":19,""label"":""Face"",""left"":213,""top"":47,""width"":13},{""height"":35,""label"":""Face"",""left"":252,""top"":95,""width"":35},{""height"":63,""label"":""Face"",""left"":320,""top"":192,""width"":65},{""height"":23,""label"":""Face"",""left"":297,""top"":62,""width"":23}]",258,400,,
3OPLMF3EU523DJ1217YT2VVN8CCLNB,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:11 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:11 PDT 2021,,,3NS0A6KXC5OJV0ZEJ6H89ATBWPNZGB,A2NSRHX8GMEMV0,Approved,Sat Apr 24 17:57:20 PDT 2021,Sat Apr 24 17:57:24 PDT 2021,Tue Apr 27 17:57:24 PDT 2021,Sat Apr 24 19:48:15 PDT 2021,,,4,100% (145/145),100% (145/145),100% (145/145),https://wym-mask-images.s3.amazonaws.com/maksssksksss295.png,"[{""height"":86,""label"":""Face"",""left"":92,""top"":76,""width"":76}]",400,267,,
3OQQD2WO8ILUJE0MYLH1115PMRS3I0,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:10 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:10 PDT 2021,,,31LVTDXBL8QQF1ROKGKB0ZWKJPSRLI,A1ZQSTHC4A4XNG,Approved,Sat Apr 24 18:12:40 PDT 2021,Sat Apr 24 18:13:19 PDT 2021,Tue Apr 27 18:13:19 PDT 2021,Sat Apr 24 19:48:17 PDT 2021,,,39,100% (49/49),100% (49/49),100% (49/49),https://wym-mask-images.s3.amazonaws.com/maksssksksss124.png,"[{""height"":58,""label"":""Face"",""left"":91,""top"":146,""width"":52},{""height"":56,""label"":""Face"",""left"":239,""top"":126,""width"":51},{""height"":25,""label"":""Face"",""left"":378,""top"":146,""width"":21},{""height"":26,""label"":""Face"",""left"":1,""top"":170,""width"":19},{""height"":37,""label"":""Face"",""left"":333,""top"":133,""width"":27}]",271,400,,
3OREP8RUT2QLQIY4NQW4Y8QLV6DBG7,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:22 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:22 PDT 2021,,,3IFS6Q0HJJZ0QFJVE2N3YT9OONFSIR,A2NSRHX8GMEMV0,Approved,Sat Apr 24 17:58:19 PDT 2021,Sat Apr 24 17:58:24 PDT 2021,Tue Apr 27 17:58:24 PDT 2021,Sat Apr 24 19:48:36 PDT 2021,,,5,100% (145/145),100% (145/145),100% (145/145),https://wym-mask-images.s3.amazonaws.com/maksssksksss409.png,"[{""height"":112,""label"":""Face"",""left"":91,""top"":208,""width"":81}]",400,301,,
3OWZNK3RYL4A7NZ3O2SA1UO8A8EU2N,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:16 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:16 PDT 2021,,,3JZQSN0I3RQDQJ8EIUN16IDTKKSFG2,A8WLUSYBOT7MS,Approved,Sat Apr 24 17:48:41 PDT 2021,Sat Apr 24 17:49:11 PDT 2021,Tue Apr 27 17:49:11 PDT 2021,Sat Apr 24 19:48:25 PDT 2021,,,30,100% (15/15),100% (15/15),100% (15/15),https://wym-mask-images.s3.amazonaws.com/maksssksksss35.png,"[{""height"":79,""label"":""Face"",""left"":132,""top"":44,""width"":76},{""height"":47,""label"":""Face"",""left"":330,""top"":67,""width"":45}]",255,400,,
3OYHVNTV5TDABYJWHMM52KID9MCOKQ,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:09 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:09 PDT 2021,,,3YMTUJH0DTW7X8XVIDQPEXVRLOST42,A3E3R2Y577HGEN,Approved,Sat Apr 24 17:59:06 PDT 2021,Sat Apr 24 18:05:58 PDT 2021,Tue Apr 27 18:05:58 PDT 2021,Sat Apr 24 19:48:13 PDT 2021,,,412,100% (80/80),100% (80/80),100% (80/80),https://wym-mask-images.s3.amazonaws.com/maksssksksss102.png,"[{""height"":49,""label"":""Face"",""left"":212,""top"":57,""width"":39}]",225,400,,
3P0I4CQYVYM16YDD6058QVC8WTLWOU,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:12 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:12 PDT 2021,,,3IHR8NYAM8H95G4O1WH59NUUWL6P4S,A1GEAO2U4ZR253,Approved,Sat Apr 24 17:48:28 PDT 2021,Sat Apr 24 17:49:01 PDT 2021,Tue Apr 27 17:49:01 PDT 2021,Sat Apr 24 19:48:17 PDT 2021,,,33,100% (10/10),100% (10/10),100% (10/10),https://wym-mask-images.s3.amazonaws.com/maksssksksss307.png,"[{""height"":98,""label"":""Face"",""left"":3,""top"":65,""width"":93},{""height"":112,""label"":""Face"",""left"":146,""top"":28,""width"":103},{""height"":45,""label"":""Face"",""left"":287,""top"":180,""width"":56}]",226,400,,
3P458N04Q1W2ORTYT73XL1NC4QW2XO,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:05 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:05 PDT 2021,,,3NGI5ARFTULSDH75EEY3BPNRK1X1PS,A2NSRHX8GMEMV0,Approved,Sat Apr 24 17:53:03 PDT 2021,Sat Apr 24 17:53:15 PDT 2021,Tue Apr 27 17:53:15 PDT 2021,Sat Apr 24 19:48:48 PDT 2021,,,12,100% (145/145),100% (145/145),100% (145/145),https://wym-mask-images.s3.amazonaws.com/maksssksksss470.png,"[{""height"":47,""label"":""Face"",""left"":52,""top"":28,""width"":48},{""height"":28,""label"":""Face"",""left"":95,""top"":63,""width"":28},{""height"":43,""label"":""Face"",""left"":151,""top"":58,""width"":37},{""height"":48,""label"":""Face"",""left"":276,""top"":40,""width"":28},{""height"":34,""label"":""Face"",""left"":344,""top"":56,""width"":33}]",200,400,,
3P4C70TRMRWX3RKGE3LYCBMQ70QLG3,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:11 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:11 PDT 2021,,,3MB8LZR5BG94SXETUWBEZNA6OXYKLI,A2FWRZLIE1I60V,Approved,Sat Apr 24 18:16:01 PDT 2021,Sat Apr 24 18:16:46 PDT 2021,Tue Apr 27 18:16:46 PDT 2021,Sat Apr 24 19:48:13 PDT 2021,,,45,100% (38/38),100% (38/38),100% (38/38),https://wym-mask-images.s3.amazonaws.com/maksssksksss286.png,"[{""height"":38,""label"":""Face"",""left"":76,""top"":72,""width"":37},{""height"":40,""label"":""Face"",""left"":236,""top"":94,""width"":38}]",300,400,,
3P4C70TRMRWX3RKGE3LYCBMQ70RGLZ,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:17 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:17 PDT 2021,,,3SUWZRL0MZTJNCJCB6U9C9F4E5E6ED,A10QRO2MWG7AZ7,Approved,Sat Apr 24 18:18:38 PDT 2021,Sat Apr 24 18:19:15 PDT 2021,Tue Apr 27 18:19:15 PDT 2021,Sat Apr 24 19:48:31 PDT 2021,,,37,100% (51/51),100% (51/51),100% (51/51),https://wym-mask-images.s3.amazonaws.com/maksssksksss20.png,"[{""height"":64,""label"":""Face"",""left"":93,""top"":60,""width"":60}]",400,267,,
3P4ZBJFX2VI70L0K7XMI313U4SUWF8,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:11 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:11 PDT 2021,,,35LDD5557BKOYFWEU8CTZ0PVO2LMKJ,A1R212A30YI8P5,Approved,Sat Apr 24 17:48:30 PDT 2021,Sat Apr 24 17:50:59 PDT 2021,Tue Apr 27 17:50:59 PDT 2021,Sat Apr 24 19:48:18 PDT 2021,,,149,100% (20/20),100% (3/3),100% (3/3),https://wym-mask-images.s3.amazonaws.com/maksssksksss131.png,"[{""height"":49,""label"":""Face"",""left"":65,""top"":63,""width"":45},{""height"":45,""label"":""Face"",""left"":127,""top"":31,""width"":39},{""height"":31,""label"":""Face"",""left"":257,""top"":55,""width"":27},{""height"":41,""label"":""Face"",""left"":284,""top"":66,""width"":37},{""height"":42,""label"":""Face"",""left"":252,""top"":125,""width"":43},{""height"":23,""label"":""Face"",""left"":345,""top"":93,""width"":18},{""height"":25,""label"":""Face"",""left"":236,""top"":74,""width"":20},{""height"":20,""label"":""Face"",""left"":216,""top"":63,""width"":21}]",267,400,,
3P520RYKCHL26KIQ6LU8Z1RKUI65U0,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:12 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:12 PDT 2021,,,3SNVL38CI58BPTKNHJIFW4KJUOKCKU,ANURLPQ0CHHGU,Approved,Sat Apr 24 18:13:46 PDT 2021,Sat Apr 24 18:15:37 PDT 2021,Tue Apr 27 18:15:37 PDT 2021,Sat Apr 24 19:48:17 PDT 2021,,,111,100% (24/24),100% (24/24),100% (24/24),https://wym-mask-images.s3.amazonaws.com/maksssksksss305.png,"[{""height"":15,""label"":""Face"",""left"":207,""top"":120,""width"":16},{""height"":13,""label"":""Face"",""left"":306,""top"":139,""width"":15},{""height"":14,""label"":""Face"",""left"":343,""top"":141,""width"":16},{""height"":13,""label"":""Face"",""left"":280,""top"":128,""width"":15},{""height"":12,""label"":""Face"",""left"":256,""top"":118,""width"":14},{""height"":15,""label"":""Face"",""left"":182,""top"":118,""width"":13},{""height"":14,""label"":""Face"",""left"":139,""top"":116,""width"":16},{""height"":12,""label"":""Face"",""left"":171,""top"":113,""width"":13},{""height"":15,""label"":""Face"",""left"":72,""top"":114,""width"":17},{""height"":15,""label"":""Face"",""left"":107,""top"":114,""width"":13},{""height"":14,""label"":""Face"",""left"":94,""top"":161,""width"":13},{""height"":15,""label"":""Face"",""left"":239,""top"":122,""width"":16},{""height"":9,""label"":""Face"",""left"":25,""top"":128,""width"":8},{""height"":8,""label"":""Face"",""left"":333,""top"":134,""width"":9}]",300,400,,
3P7QK0GJ3T0RTMTDUPRIIM3NCQTZ2H,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:22 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:22 PDT 2021,,,3VBEN272MLFMUOD0OEN0DHW89ANGSN,A2NSRHX8GMEMV0,Approved,Sat Apr 24 17:53:50 PDT 2021,Sat Apr 24 17:53:53 PDT 2021,Tue Apr 27 17:53:53 PDT 2021,Sat Apr 24 19:48:38 PDT 2021,,,3,100% (145/145),100% (145/145),100% (145/145),https://wym-mask-images.s3.amazonaws.com/maksssksksss415.png,"[{""height"":107,""label"":""Face"",""left"":86,""top"":127,""width"":93}]",400,301,,
